brand,model_number,model_name,year,randomdata,model_search
Ingersoll Rand,43001274,4WD Tractor,2001,1274,43001274
Ingersoll Rand,VHK115,2WD Tractor,2010,1571,VHK115
Link-Belt,YZD181724,Asphalt Paver,2009,1724,YZD181724
Case,160 LC,Motor Grader,2010,1661,160LC
LiuGong,MF 475,2WD Tractor,2006,1422,MF475
Terex,60ZV1105,Crawler Tractor,2019,1105,60ZV1105
John Deere,40XT1621,4WD Tractor,2017,1621,40XT1621
Volvo,DD38HF,Mini Excavator,2001,1603,DD38HF
Eurostar,HD12 VO,Mini Excavator,2011,1650,HD12VO
Massey Ferguson,12M2 AWD,Forwarder,2011,1212,12M2AWD
John Deere,SH800LHD-3,4WD Tractor,2014,1113,SH800LHD-3
New Holland,12M21232,4WD Tractor,2015,1232,12M21232
Case IH,329E1802,4WD Tractor,2011,1802,329E1802
Kawasaki,TXL300-1,Disc,2018,1043,TXL300-1
Hitachi,DX490LC-5,Hydraulic Excavator,2014,1954,DX490LC-5
New Holland,33-191052,Hydraulic Excavator,2013,1052,33-191052
Bestway,PC4000-6,Mini Excavator,2017,1785,PC4000-6
Airman,WA250-6,Vibratory Compactor,2003,1386,WA250-6
ASV,8040ZTS,4WD Tractor,2017,1255,8040ZTS
Caterpillar,7720 140 PTO HP,4WD Tractor,2007,1490,7720140PTOHP
Burch,Workmaster™  40,Hydraulic Excavator,2001,1263,Workmaster™40
Hardi,CB161176,Feller Buncher,1999,1176,CB161176
Massey Ferguson,ASC150HD,Vibratory Smooth Drum Roller,2009,1318,ASC150HD
Claas,MC105C,Skid Steer Loader,2000,1083,MC105C
John Deere,PC600-6,Vibratory Smooth Drum Roller,2017,1536,PC600-6
John Deere,5075GN,Asphalt Paver,2010,1494,5075GN
Caterpillar,HL760-9A,Skid Steer Loader,2016,1720,HL760-9A
New Holland,DF40C1660,Air Drill,2008,1660,DF40C1660
John Deere,PRECISION HOE 800,Sprayer,2005,1129,PRECISIONHOE800
McCormick,G7361098,Asphalt Paver,2003,1098,G7361098
Zoomlion,R924 LITRONIC,Skid Steer Loader,2007,1867,R924LITRONIC
Kioti,P2080 - 60 ft,Vibratory Smooth Drum Roller,2012,1629,P2080-60ft
John Deere,T40201555,Hydraulic Excavator,2007,1555,T40201555
Case,L3130HST,Forwarder,2000,1926,L3130HST
Rostselmash,R520S1897,Hydraulic Excavator,2002,1897,R520S1897
Komatsu,450B1837,Crawler Loader,2019,1837,450B1837
Case,Variant 360,Crawler Pipe Layer,2011,1364,Variant360
Volvo,8310RT,Hydraulic Excavator,2018,1909,8310RT
JCB,9020B1491,Baler,2004,1491,9020B1491
JCB,SV3401956,4WD Tractor,2002,1956,SV3401956
Hitachi,MF 660,Log Loader,2006,1269,MF660
Liebherr,72201440,Motor Grader,2000,1440,72201440
Mauldin,TA 1600 90ft,Mini Excavator,2014,1169,TA160090ft
Terex,1604MK,Vibratory Compactor,2004,1931,1604MK
John Deere,2341461,4WD Tractor,2007,1461,2341461
Doosan,PC7000-6,Wheel Loader,2001,1538,PC7000-6
New Holland,950C1679,Disc,2003,1679,950C1679
Hamm,1845C1751,Wheel Loader,2006,1751,1845C1751
Volvo,Powerfarm 95,4WD Tractor,2017,1368,Powerfarm95
Case IH,D475A-2,Wheel Loader,2003,1316,D475A-2
John Deere,1650K LGP,Utility Tractor,2006,1614,1650KLGP
Iseki,SY1351272,MFWD Tractor,2008,1272,SY1351272
Komatsu,TG150TA-3,Rock Truck,2000,1657,TG150TA-3
Caterpillar,Advanced T191,Hydraulic Excavator,2016,1184,AdvancedT191
Komatsu,D7E WH,4WD Tractor,2000,1939,D7EWH
Wacker Neuson,SH700LHD-5,Asphalt Paver,2006,1525,SH700LHD-5
Komatsu,16 QX2 39-45,4WD Tractor,2003,1520,16QX239-45
Massey Ferguson,455C1450,Hydraulic Excavator,2006,1450,455C1450
Rottne,ACTIVA 7245,Crawler Tractor,2013,1433,ACTIVA7245
Kubota,Farmall 60,Mini Excavator,2001,1066,Farmall60
New Holland,750H LT,Crawler Tractor,2017,1002,750HLT
John Deere,BW 120 AD-5,Vibratory Smooth Drum Roller,2010,1570,BW120AD-5
Sam,730C2 EJ,Vibratory Smooth Drum Roller,2011,1662,730C2EJ
Dynapac,745C Bare Chassis,Forwarder,2015,1816,745CBareChassis
Massey Ferguson,CX7001421,Crawler Tractor,2004,1421,CX7001421
Case,C2321192,Crawler Tractor,2002,1192,C2321192
Kubota,L70B1800,Vibratory Compactor,2007,1800,L70B1800
Takeuchi,7400-21NR,Loader Backhoe,2014,1147,7400-21NR
Burch,TX361900,Asphalt Paver,2000,1900,TX361900
John Deere,CB141763,Wheel Loader,2014,1763,CB141763
Hitachi,BG1000B,4WD Tractor,2019,1522,BG1000B
Roadtec,212-3130,2WD Tractor,2016,1791,212-3130
Case IH,CB54B - Solid Drum,4WD Tractor,2003,1225,CB54B-SolidDrum
New Holland,SH135X-3,Wheel Loader,2000,1581,SH135X-3
Hitachi,Farmall 65C,Utility Tractor,2010,1063,Farmall65C
Caterpillar,YZ121320,Baler,2007,1320,YZ121320
Fiat-Hitachi,RG801874,4WD Tractor,2007,1874,RG801874
JCB,TB153FR,Skid Steer Loader,2006,1533,TB153FR
Volvo,46551908,Loader Backhoe,2003,1908,46551908
Caterpillar,Vision 95,Crawler Tractor,2010,1119,Vision95
AMCO,7400-24N,Mini Excavator,2011,1651,7400-24N
Burch,TN75SA,Crawler Tractor,2016,1888,TN75SA
John Deere,HX220L,Sprayer,2000,1598,HX220L
Bomag,824J Z-Bar,Hydraulic Excavator,2002,1422,824JZ-Bar
Dressta,580D1978,4WD Tractor,2009,1978,580D1978
Case IH,Quadrant 2100 R,Wheel Loader,2002,1492,Quadrant2100R
John Deere,EC20 Variable Width Undercarriage,4WD Tractor,2006,1274,EC20VariableWidthUndercarriage
Caterpillar,D475A-5SD,Sprayer,2018,1232,D475A-5SD
New Holland,MAGNUM 380 ROWTRAC CVT,Disc,2014,1017,MAGNUM380ROWTRACCVT
Volvo,WA380-7,4WD Tractor,2008,1348,WA380-7
Komatsu,419S HT HL,Swather,2004,1408,419SHTHL
Caterpillar,"NUTRI-PLACER 5300, 27.5 FT",4WD Tractor,2001,1932,"NUTRI-PLACER5300,27.5FT"
John Deere,AX27U1525,Pneumatic Roller,2001,1525,AX27U1525
Challenger,Cluster 65 RS,Crawler Tractor,2015,1570,Cluster65RS
John Deere,579C1663,4WD Tractor,2009,1663,579C1663
Case IH,HA2901571,4WD Tractor,2014,1571,HA2901571
John Deere,BB930A Rotor Cutter,4WD Tractor,2016,1177,BB930ARotorCutter
Krause,PR722B L,Vibratory Smooth Drum Roller,2010,1018,PR722BL
Case IH,CS573E,Skid Steer Loader,2005,1076,CS573E
AGCO,SL180-2,Hydraulic Excavator,2018,1545,SL180-2
John Deere,PR712B,Baler,2014,1267,PR712B
Caterpillar,JS200SC,MFWD Tractor,2000,1603,JS200SC
Case,302.7D CR,Vibratory Compactor,2012,1229,302.7DCR
Caterpillar,D6R LGP Series II,Mobile Excavator,2013,1873,D6RLGPSeriesII
Caterpillar,D6T WH LGP,Motor Grader,2008,1314,D6TWHLGP
Komatsu,MT565B 2WD,Hydraulic Excavator,2000,1763,MT565B2WD
Hitachi,D275AX-5SL,Sprayer,2011,1861,D275AX-5SL
Komatsu,DH1572,4WD Tractor,2009,1187,DH1572
Ezee-On,95401721,Mini Excavator,2016,1721,95401721
John Deere,M6060HDCC,Vibratory Smooth Drum Roller,2017,1339,M6060HDCC
Bobcat,EF230H,Baler,2016,1458,EF230H
Komatsu,210LX1719,Vibratory Smooth Drum Roller,2002,1719,210LX1719
Volvo,CA2500D,Hydraulic Excavator,2001,1200,CA2500D
Vibromax,EX35-2,Hydraulic Excavator,2013,1525,EX35-2
Caterpillar,307 Ci,MFWD Tractor,2002,1521,307Ci
JCB,1547 4WD Platform / Cab,Wheel Loader,2014,1518,15474WDPlatformCab
Claas,2706E1764,4WD Tractor,2018,1764,2706E1764
Venieri,L4330GST,Wheel Loader,2003,1851,L4330GST
YTO,637E Series II,Crawler Tractor,2015,1823,637ESeriesII
Claas,7550 37\',Wheel Loader,2000,1356,755037\'
Caterpillar,PC750SE-7,Hydraulic Excavator,2007,1432,PC750SE-7
JCB,L5740HSTC,Hydraulic Excavator,2005,1724,L5740HSTC
Caterpillar,87701224,Sprayer,2012,1224,87701224
Boxer,442D1909,2WD Tractor,2009,1909,442D1909
Versatile,R926 LITRONIC,Sprayer,2017,1929,R926LITRONIC
John Deere,JL8551296,Disc,2004,1296,JL8551296
John Deere,CP563C,Mini Excavator,2003,1270,CP563C
JCB,92401882,Skid Steer Loader,2012,1882,92401882
Hyundai,1650M1646,Crawler Tractor,2007,1646,1650M1646
Massey Ferguson,Super 1600-2,Cultivator,2015,1737,Super1600-2
Liebherr,323F L,4WD Tractor,2018,1561,323FL
Hyundai,2706E1477,Articulated Dump Truck,2004,1477,2706E1477
Case IH,MAXXUM 110 LIMITED,Mini Excavator,2009,1231,MAXXUM110LIMITED
JCB,BW 120 AC-5,Mini Excavator,2015,1972,BW120AC-5
Mustang,CA134D,4WD Tractor,2004,1573,CA134D
Bourgault,584 HD,Crawler Tractor,2019,1212,584HD
Caterpillar,2154D Power Clam,Hydraulic Excavator,2016,1853,2154DPowerClam
Caterpillar,L3301-4WD,Log Loader,2000,1200,L3301-4WD
John Deere,RL461462,4WD Tractor,2004,1462,RL461462
John Deere,272D XHP,Wheel Loader,2018,1345,272DXHP
Caterpillar,72301744,4WD Tractor,2012,1744,72301744
Landini,623G1603,Hydraulic Excavator,2003,1603,623G1603
Caterpillar,213 LC,Loader Backhoe,2017,1642,213LC
John Deere,JX1095N,Hydraulic Excavator,2000,1900,JX1095N
AMCO,L3400HST,Vibratory Compactor,2008,1058,L3400HST
Liebherr,301.7D CR,2WD Tractor,2001,1274,301.7DCR
Komatsu,670G LC,4WD Tractor,2010,1280,670GLC
YTO,F43651111,Harvester,2010,1111,F43651111
Volvo,RT155a,Wheel Loader,2016,1543,RT155a
Madill,M110GX,Hydraulic Excavator,2015,1369,M110GX
Kubota,LX80 Super,Sprayer,2008,1101,LX80Super
John Deere,938F1940,Midi Excavator,2018,1940,938F1940
Dynapac,E80MSR,Vibratory Smooth Drum Roller,2015,1472,E80MSR
IMT,85D1314,Crawler Loader,2002,1314,85D1314
Wil-Rich,521B1881,Vibratory Smooth Drum Roller,2008,1881,521B1881
Case IH,LX120 Super,4WD Tractor,2011,1496,LX120Super
Case IH,16C-11710,4WD Tractor,2006,1710,16C-11710
Kuhn,26051871,Vibratory Smooth Drum Roller,2011,1871,26051871
Ranger,257D1211,Loader Backhoe,2003,1211,257D1211
New Holland,15331372,MFWD Tractor,2013,1372,15331372
Case IH,F15B-10622,Hydraulic Excavator,2019,1726,F15B-10622
Tata Hitachi,TJW105,4WD Tractor,2015,1857,TJW105
Great Plains,350B1454,Articulated Dump Truck,2003,1454,350B1454
New Holland,EB4501658,Wheel Loader,2005,1658,EB4501658
Caterpillar,Medion 310,Asphalt Paver,2006,1228,Medion310
Hamm,HD200-2,Combine,2012,1659,HD200-2
Ingersoll Rand,KX040-4HG,Midi Excavator,2018,1961,KX040-4HG
Branson,A851569,Articulated Dump Truck,2000,1569,A851569
Hamm,Medion 310,4WD Tractor,2003,1750,Medion310
New Holland,D6T WH,Hydraulic Excavator,2019,1556,D6TWH
Vermeer,36451891,Hydraulic Excavator,2017,1891,36451891
Caterpillar,FC1300C,Vibratory Smooth Drum Roller,2005,1366,FC1300C
Kubota,Orchard 3300,Disc,2010,1339,Orchard3300
AGCO,572G1247,Mini Excavator,2019,1247,572G1247
John Deere,311F L RR,4WD Tractor,2001,1521,311FLRR
Tata Hitachi,ZAXIS330,Multi Terrain Loader,2016,1164,ZAXIS330
Case,PC230LC-6 MIGHTY,Wheel Loader,2005,1617,PC230LC-6MIGHTY
John Deere,PF1501154,Utility Tractor,2018,1154,PF1501154
Bobcat,HD PLUS 120i VO,Hydraulic Excavator,2014,1383,HDPLUS120iVO
Gehl,MT945B,Disc,2008,1082,MT945B
Scat Trak,450K1218,Crawler Tractor,2006,1218,450K1218
Volvo,CA150AD,Sprayer,2013,1942,CA150AD
Massey Ferguson,R260LC-9A,Vibratory Smooth Drum Roller,2003,1099,R260LC-9A
Hitachi,740C EJ,Wheel Loader,2013,1696,740CEJ
Kobelco,412S1415,Swather,2019,1415,412S1415
John Deere,TWL3036,Hydraulic Excavator,2014,1298,TWL3036
New Holland,HD PLUS 90i PH VT-S,Hydraulic Excavator,2004,1317,HDPLUS90iPHVT-S
Caterpillar,VF1.33,4WD Tractor,1996,1321,VF1.33
Valtra,212-2124,Skid Steer Loader,2008,1815,212-2124
Mauldin,120M2/120M2 AWD,Multi Terrain Loader,2010,1817,120M2120M2AWD
JCB,Maxim II 39\',Hydraulic Excavator,2013,1301,MaximII39\'
Komatsu,304E CR,Sprayer,2009,1299,304ECR
Caterpillar,D6K XL,Hydraulic Excavator,2017,1584,D6KXL
Liebherr,584 HD,Wheel Loader,2011,1898,584HD
Volvo,51051585,Combine,2006,1585,51051585
Massey Ferguson,CB66B1769,Shovel,2004,1769,CB66B1769
Hesston,ZX35U-2,Rock Truck,2017,1883,ZX35U-2
Terex,TW601145,Skid Steer Loader,2014,1145,TW601145
Bomag,16 QX2 39-45,Wheel Loader,2017,1057,16QX239-45
JCB,CC3200C,Vibratory Smooth Drum Roller,2008,1629,CC3200C
Krause,T7.270 SideWinder II,Crawler Loader,2001,1203,T7.270SideWinderII
Kubota,D475ASD-5E0,2WD Tractor,2019,1715,D475ASD-5E0
Vibromax,416S High Lift,Disc,2010,1293,416SHighLift
John Deere,Orchard 3100,Vibratory Compactor,2007,1266,Orchard3100
Scat Trak,DA30-5,Skidder,2008,1446,DA30-5
Wacker Neuson,T5.90 Dual Command™,Hydraulic Excavator,2016,1150,T5.90DualCommand™
Hitachi,D85 LGP,Skid Steer Loader,2019,1678,D85LGP
Bitelli,PC230LC-6 MIGHTY,Wheel Loader,2016,1105,PC230LC-6MIGHTY
Madill,MF 6465,Sprayer,2019,1940,MF6465
AGCO,ZX870H-3,Hydraulic Excavator,2001,1125,ZX870H-3
Case IH,PC60-7,Hydraulic Excavator,2001,1669,PC60-7
Caterpillar,16041052,Hydraulic Excavator,2003,1052,16041052
JCB,S55V1478,Baler,2013,1478,S55V1478
Komatsu,T9.615,Harrow,2006,1192,T9.615
Kubota,D6R XR,Loader Backhoe,2005,1144,D6RXR
Hamm,AF 1050,4WD Tractor,2009,1521,AF1050
Caterpillar,2771085,Hydraulic Excavator,2018,1085,2771085
Ranger,SE280NLC-2,Vibratory Smooth Drum Roller,2009,1360,SE280NLC-2
Caterpillar,SH125X-3,Mini Excavator,2014,1329,SH125X-3
Volvo,BW190AD-5 HF,4WD Tractor,2015,1275,BW190AD-5HF
Massey Ferguson,M2001382,2WD Tractor,2006,1382,M2001382
Flexi-Coil,7550 37\',Baler,2015,1881,755037\'
Hagie,CA300D,Vibratory Smooth Drum Roller,2013,1626,CA300D
Massey Ferguson,13 QX2 27,Crawler Tractor,2010,1047,13QX227
Liebherr,M105SHC,Baler,2010,1303,M105SHC
Massey Ferguson,530 MONTANA,Hydraulic Excavator,2003,1686,530MONTANA
Caterpillar,DD138HFA,Hydraulic Excavator,2006,1259,DD138HFA
Burch,DFH-LF 80-904WD,Wheel Loader,2002,1661,DFH-LF80-904WD
New Holland,MF6614S,Vibratory Smooth Drum Roller,2013,1596,MF6614S
Landini,5221806,Baler,2006,1806,5221806
Komatsu,D85PX-15E0,2WD Tractor,2006,1808,D85PX-15E0
Volvo BM,CC3800,Vibratory Smooth Drum Roller,2011,1561,CC3800
Krause,604M1037,Vibratory Smooth Drum Roller,2010,1037,604M1037
Hitachi,SP.260R,Wheel Dozer,2003,1893,SP.260R
Burch,241683,Cultivator,2014,1683,241683
JCB,CC3200C,Crawler Pipe Layer,2017,1705,CC3200C
Terex,316GR1422,Vibratory Smooth Drum Roller,2011,1422,316GR1422
Dynapac,721EXT,4WD Tractor,2008,1949,721EXT
Kubota,Vector 410,Cultivator,2002,1433,Vector410
Hesston,89601982,Vibratory Smooth Drum Roller,2006,1982,89601982
Komatsu,TN75VA,Mobile Excavator,2008,1268,TN75VA
Terex,BW100AD4,Skid Steer Loader,2017,1661,BW100AD4
Caterpillar,442D1247,Crawler Tractor,2019,1247,442D1247
Kawasaki,3414 HT P,Disc,2010,1304,3414HTP
New Holland,CB22B1843,Wheel Loader,2018,1843,CB22B1843
Burch,Maxxum 100 Pro,Baler,2014,1638,Maxxum100Pro
Michigan,MC1051389,Wheel Loader,2010,1389,MC1051389
Terex,213B LC,Crawler Loader,2013,1607,213BLC
John Deere,MF6616,Multi Terrain Loader,2018,1504,MF6616
Dressta,323D1443,4WD Tractor,2014,1443,323D1443
Massey Ferguson,10641350,Crawler Tractor,2000,1350,10641350
Caterpillar,U35S21023,Hydraulic Excavator,2019,1023,U35S21023
Case,23051473,MFWD Tractor,2018,1473,23051473
Landini,CX8001031,Multi Terrain Loader,2018,1031,CX8001031
Massey Ferguson,D10T WH,MFWD Tractor,2008,1236,D10TWH
John Deere,Maxter 70 RS,Midi Excavator,2005,1130,Maxter70RS
Kubota,STEIGER 500 QUADTRAC,Mobile Excavator,2013,1525,STEIGER500QUADTRAC
Ezee-On,FARMALL 95C,Cultivator,2005,1384,FARMALL95C
John Deere,JS200LC,Midi Excavator,2016,1266,JS200LC
Caterpillar,69D1313,Baler,2018,1313,69D1313
John Deere,PC158USLC-2,Baler,2003,1978,PC158USLC-2
Caterpillar,A40D1936,Vibratory Compactor,2014,1936,A40D1936
Hamm,CP761804,Disc,2003,1804,CP761804
Liebherr,13861922,Baler,2012,1922,13861922
New Holland,35161983,Wheel Loader,2017,1983,35161983
Ranger,336FL1499,Baler,2006,1499,336FL1499
New Holland,41001188,Wheel Loader,2014,1188,41001188
Case IH,D5K21435,Wheel Loader,2017,1435,D5K21435
Mecalac,HiTech T151e ECO,Hydraulic Excavator,2016,1393,HiTechT151eECO
Hitachi,F43651872,4WD Tractor,2001,1872,F43651872
Claas,MF 5365,Hydraulic Excavator,2005,1302,MF5365
Yanmar,LBX432 Rotor Cutter,Motor Grader,2014,1078,LBX432RotorCutter
John Deere,9400-4 36-38,Wheel Loader,2007,1453,9400-436-38
Case,TM1901675,Skid Steer Loader,2014,1675,TM1901675
Kubota,D4K1172,Wheel Loader,2001,1172,D4K1172
Case IH,CA121D,Harrow,2002,1341,CA121D
Ingersoll Rand,AS4251,Mini Excavator,2004,1962,AS4251
New Holland,1547 4WD Platform / Cab,4WD Tractor,2010,1235,15474WDPlatformCab
Terex,80NX-3,Wheel Loader,2017,1765,80NX-3
New Holland,VHK510,Wheel Loader,2001,1495,VHK510
Zettelmeyer,YT3591785,Hydraulic Excavator,2000,1785,YT3591785
Branson,2281356,Wheel Dozer,2009,1356,2281356
Takeuchi,345C UHD,4WD Tractor,2010,1907,345CUHD
Komatsu,Powerfarm 75,Wheel Loader,2012,1273,Powerfarm75
Kubota,986H1346,Multi Terrain Loader,2019,1346,986H1346
Krause,64031431,Harvester,2015,1431,64031431
Kubota,RL661454,Wheel Loader,5252,1454,RL661454
Kubota,LR6241304,Skidder,2013,1304,LR6241304
Claas,SH220LC,Hydraulic Excavator,2004,1142,SH220LC
Hyundai,744H High Lift,Hydraulic Excavator,2004,1305,744HHighLift
Daedong,3532-48-16-8,Crawler Tractor,2010,1168,3532-48-16-8
New Holland,CB34B XW,Asphalt Paver,2011,1366,CB34BXW
Caterpillar,7321918,Crawler Loader,2013,1918,7321918
Caterpillar,LB 4334 STANDARD,Wheel Loader,2011,1992,LB4334STANDARD
New Holland,NS161922,2WD Tractor,2001,1922,NS161922
Caterpillar,S10701143,Crawler Tractor,2016,1143,S10701143
Sumitomo,TD8H1395,Articulated Dump Truck,2008,1395,TD8H1395
Case IH,LB 434 ROTTER CUTTER,Hydraulic Excavator,2007,1824,LB434ROTTERCUTTER
Liebherr,F15B-5422,Loader Backhoe,2010,1161,F15B-5422
McCormick,T7.245 Classic,MFWD Tractor,2001,1417,T7.245Classic
Kubota,36351185,Wheel Loader,2017,1185,36351185
LeTourneau,M50401298,Hydraulic Excavator,2015,1298,M50401298
Massey Ferguson,MAXXUM 150,Baler,2017,1536,MAXXUM150
Steyr,5801107,2WD Tractor,2000,1107,5801107
Fendt,ZL402F,Wheel Loader,2004,1697,ZL402F
Dressta,PR1051772,Loader Backhoe,2005,1772,PR1051772
Burch,WA250PZ-6 Quick Coupler,Wheel Loader,2001,1080,WA250PZ-6QuickCoupler
Krause,SH240-3,Vibratory Smooth Drum Roller,2013,1564,SH240-3
Terex,9400-2 48,2WD Tractor,2015,1107,9400-248
LiuGong,MF 5425,Vibratory Compactor,2010,1255,MF5425
Flaman,ECR235CL,MFWD Tractor,2015,1428,ECR235CL
Landini,D31S-20,Hydraulic Excavator,2010,1559,D31S-20
John Deere,6000 5,4WD Tractor,2010,1929,60005
ASV,JX701073,Sprayer,2016,1073,JX701073
YTO,PQ160III,Sprayer,2000,1279,PQ160III
Massey Ferguson,98701127,Vibratory Smooth Drum Roller,2015,1127,98701127
Tata Hitachi,PC240NLC-6,Hydraulic Excavator,2012,1252,PC240NLC-6
Bomag,9620R Scraper Special,4WD Tractor,2001,1982,9620RScraperSpecial
Komatsu,2210 Floating-Hitch 34.6ft,Combine,2008,1880,2210Floating-Hitch34.6ft
Gehl,8335RT,Mini Excavator,2002,1180,8335RT
John Deere,JY6401121,Crawler Tractor,2006,1121,JY6401121
Komatsu,M315F1111,2WD Tractor,2008,1111,M315F1111
Daedong,DC150 LGP,Baler,2015,1534,DC150LGP
New Holland,ZX470R-3,Crawler Tractor,2019,1476,ZX470R-3
John Deere,Rollant 355 RC,Hydraulic Excavator,2007,1505,Rollant355RC
AMCO,87601071,Vibratory Compactor,2017,1071,87601071
Stavostroj,PS1801971,4WD Tractor,2015,1971,PS1801971
Clark Michigan,HL780-7A,Crawler Tractor,2009,1765,HL780-7A
Tata Hitachi,HL760XTD-9,Hydraulic Excavator,2014,1692,HL760XTD-9
Branson,226B Series 2,4WD Tractor,2001,1297,226BSeries2
Komatsu,D85PX-15,Cold Planer,2008,1540,D85PX-15
Hitachi,R28i1962,Vibratory Smooth Drum Roller,2018,1962,R28i1962
New Holland,BF8141304,Vibratory Smooth Drum Roller,2002,1304,BF8141304
Caterpillar,G780 VHP,Combine,2011,1761,G780VHP
Caterpillar,L4740GST,Hydraulic Excavator,2006,1462,L4740GST
Liebherr,Star 3070,Articulated Dump Truck,2002,1841,Star3070
Komatsu,46091582,Cold Planer,2016,1582,46091582
Kubota,VHK100,Wheel Loader,2000,1194,VHK100
Case,2604H1276,Wheel Loader,2003,1276,2604H1276
New Holland,B211728,Skid Steer Loader,2019,1728,B211728
Kubota,17461404,Harvester,2012,1404,17461404
Laverda,5630-48 48.6ft,Articulated Dump Truck,2004,1936,5630-4848.6ft
Massey Ferguson,8551774,Asphalt Paver,2004,1774,8551774
Burch,EH6001492,Crawler Loader,2005,1492,EH6001492
Komatsu,TXC225LC-1,Asphalt Paver,2008,1449,TXC225LC-1
Ingersoll Rand,MF 5445,Combine,2005,1097,MF5445
Zettelmeyer,AW465K,Wheel Loader,2009,1442,AW465K
Top Air,410 Series III,2WD Tractor,2009,1114,410SeriesIII
Volvo BM,BW 145 D-5,2WD Tractor,2007,1148,BW145D-5
Yanmar,7495 HD,MFWD Tractor,2019,1650,7495HD
Volvo,T8.275,Wheel Loader,2017,1572,T8.275
Kubota,TM1551939,Hydraulic Excavator,2008,1939,TM1551939
Kobelco,EZ281748,Utility Tractor,2019,1748,EZ281748
Challenger,4411-9,Baler,2006,1070,4411-9
New Holland,TH4330 Mech,Vibratory Compactor,2007,1816,TH4330Mech
Tata Hitachi,860E-1K,2WD Tractor,2014,1429,860E-1K
Case IH,CS78B1011,Elevating Motor Scraper,2001,1011,CS78B1011
Massey Ferguson,289C1918,4WD Tractor,2005,1918,289C1918
Hamm,GD655-5,Crawler Tractor,2004,1674,GD655-5
John Deere,959M1673,MFWD Tractor,2001,1673,959M1673
JCB,2701550,Baler,2000,1550,2701550
JCB,DX380LL-5,Combine,2010,1552,DX380LL-5
Brandt,HD820V,Hydraulic Excavator,2002,1386,HD820V
China,982M1903,Vibratory Compactor,2005,1903,982M1903
Sumitomo,R320NLC-7,Skid Steer Loader,2012,1775,R320NLC-7
Fiat-Hitachi,5525 Narrow,Combine,2019,1085,5525Narrow
Ingersoll Rand,GRW280-10,Loader Backhoe,2014,1326,GRW280-10
Vermeer,L1801394,Midi Excavator,2008,1394,L1801394
New Holland,16041411,4WD Tractor,2003,1411,16041411
Hitachi,75C2000,Asphalt Paver,2012,2000,75C2000
Case,5350B 4x4,Wheel Loader,2012,1279,5350B4x4
Apache,5725-47,Hydraulic Excavator,2003,1708,5725-47
Kato,88751636,Baler,2000,1636,88751636
Massey Ferguson,Farmall 115C,Sprayer,2008,1039,Farmall115C
LiuGong,3200C1983,Wheel Loader,2014,1983,3200C1983
Caterpillar,3221730,Wheel Loader,2010,1730,3221730
Kubota,BX2660,2WD Tractor,2000,1469,BX2660
Caterpillar,MT315B,Hydraulic Excavator,2011,1785,MT315B
Kubota,EX300LC-3,Motor Grader,2010,1913,EX300LC-3
Hyundai,H16i P,Hydraulic Excavator,2009,1489,H16iP
Fendt,7300-24W,Baler,2007,1640,7300-24W
Laverda,5819W1996,Cultivator,2016,1996,5819W1996
Volvo,ZL3002,Harrow,2018,1223,ZL3002
John Deere,E35 33 HP,Vibratory Smooth Drum Roller,2002,1283,E3533HP
Volvo BM,R3121315,Baler,2018,1315,R3121315
Hyundai,207 S1633,4WD Tractor,2013,1633,207S1633
Hamm,T9.435,Log Loader,2012,1088,T9.435
New Holland,797F1891,Multi Terrain Loader,2009,1891,797F1891
Caterpillar,ZX470LCH-3,Multi Terrain Loader,2018,1191,ZX470LCH-3
Clark Michigan,AS4252C,Hydraulic Excavator,2012,1932,AS4252C
Liebherr,ZX230LC,Forwarder,2005,1977,ZX230LC
Ranger,TG2851525,Motor Grader,2007,1525,TG2851525
New Holland,S55-VP,Harrow,2014,1128,S55-VP
Komatsu,60D1784,4WD Tractor,2018,1784,60D1784
Dynapac,455C1214,Skid Steer Loader,2015,1214,455C1214
Valtra,RH40FHD,Vibratory Smooth Drum Roller,2004,1101,RH40FHD
John Deere,CLG915C,Wheel Loader,2012,1978,CLG915C
Caterpillar,7400-41N,Mini Excavator,2014,1335,7400-41N
John Deere,PS360C,Multi Terrain Loader,2015,1966,PS360C
New Holland,PC138US-2,Hydraulic Excavator,2005,1127,PC138US-2
Hamm,5824WR,Wheel Loader,2001,1743,5824WR
Yanmar,T6050 Delta Series,2WD Tractor,2004,1206,T6050DeltaSeries
Kobelco,6031272,Hydraulic Excavator,2010,1272,6031272
John Deere,82101815,Shovel,2006,1815,82101815
John Deere,CK351825,Skid Steer Loader,2005,1825,CK351825
Pel-Job,T6030 Plus,Asphalt Paver,2012,1178,T6030Plus
John Deere,200 30ft 3 section,Mini Excavator,2004,1899,20030ft3section
Liebherr,31201834,Utility Tractor,2006,1834,31201834
Case,T503 CAB,Wheel Loader,2010,1267,T503CAB
Case IH,DP61PX-15EO,Hydraulic Excavator,2013,1688,DP61PX-15EO
Wil-Rich,CK20S HST,Vibratory Compactor,2006,1278,CK20SHST
Kawasaki,SD200F,Vibratory Smooth Drum Roller,2011,1592,SD200F
Case IH,M6H-101,Wheel Loader,2018,1130,M6H-101
Bourgault,PUMA 170 POWERSHIFT,4WD Tractor,2007,1490,PUMA170POWERSHIFT
Volvo,PR742B,Skid Steer Loader,2006,1437,PR742B
JCB,2483NR,Asphalt Paver,2000,1557,2483NR
